timestamp,open,high,low,close,volume
2023-11-27,454.65,455.4901,454.0799,454.48,50191473
2023-11-28,454.08,456.27,453.5,454.93,61261060
2023-11-29,457.15,458.32,454.2,454.61,62649865
2023-11-30,455.48,474.7128,453.34,456.4,80993733
2023-12-01,455.77,459.65,455.16,459.1,88064956
2023-12-04,455.6,459.1206,454.34,456.69,71487304
2023-12-05,455.26,457.59,454.87,456.6,69757134
2023-12-06,458.81,458.84,454.31,454.76,68044642
2023-12-07,456.91,458.9,456.29,458.23,65831398
2023-12-08,457.46,460.745,457.21,460.2,77418981
2023-12-11,459.69,462.17,459.47,461.99,62928490
