timestamp,open,high,low,close,volume
2023-11-27 04:00:00,454.62,454.71,454.0,454.0,16618
2023-11-27 05:00:00,454.07,454.96,454.07,454.96,15845
2023-11-27 06:00:00,454.91,455.0,454.61,454.61,8668
2023-11-27 07:00:00,454.67,454.93,454.56,454.62,35837
2023-11-27 08:00:00,454.6817,455.3,453.77,454.6,248380
2023-11-27 09:00:00,454.71,455.245,454.0799,454.5169,4417000
2023-11-27 10:00:00,454.52,455.21,454.25,454.79,5939752
2023-11-27 11:00:00,454.8,455.39,454.2309,455.0388,4290288
2023-11-27 12:00:00,455.04,455.25,454.79,455.17,3244748
2023-11-27 13:00:00,455.18,455.4901,454.955,455.135,3403859
2023-11-27 14:00:00,455.14,455.29,454.11,454.655,4176131
2023-11-27 15:00:00,454.65,455.31,454.37,454.5,9638915
2023-11-27 16:00:00,454.49,454.67,454.3,454.66,1759745
2023-11-27 17:00:00,454.65,454.74,454.63,454.67,32844
2023-11-27 18:00:00,454.69,454.88,454.67,454.85,38919
2023-11-27 19:00:00,454.85,454.85,454.5,454.66,29096
2023-11-28 04:00:00,454.12,454.52,453.92,454.52,16632
2023-11-28 05:00:00,454.52,454.56,454.35,454.35,4413
2023-11-28 06:00:00,454.59,454.59,454.15,454.18,19923
2023-11-28 07:00:00,454.2,454.33,453.7,453.72,135681
2023-11-28 08:00:00,454.3292,454.99,453.3,453.94,427966
2023-11-28 09:00:00,453.96,454.23,453.5,453.6131,3671620
2023-11-28 10:00:00,453.63,455.44,453.6,455.17,7455567
2023-11-28 11:00:00,455.18,456.27,454.92,456.02,6294605
2023-11-28 12:00:00,456.02,456.055,454.6,454.9001,5306058
2023-11-28 13:00:00,454.91,454.92,453.77,454.39,6508966
2023-11-28 14:00:00,454.39,454.945,453.97,454.75,3961374
2023-11-28 15:00:00,454.76,455.1,453.99,454.88,11503374
2023-11-28 16:00:00,454.88,455.25,454.87,455.0,2773169
2023-11-28 17:00:00,455.04,455.04,454.88,455.0,51649
2023-11-28 18:00:00,455.0,455.08,454.85,455.01,31815
2023-11-28 19:00:00,455.0,455.12,454.96,455.11,27964
2023-11-29 04:00:00,455.89,456.59,455.89,456.5,37620
2023-11-29 05:00:00,456.43,456.51,456.31,456.4,12923
2023-11-29 06:00:00,456.47,456.85,456.34,456.77,38786
2023-11-29 07:00:00,456.79,457.1,456.54,457.1,185541
2023-11-29 08:00:00,456.7897,457.63,455.4,457.09,723932
2023-11-29 09:00:00,457.15,458.32,456.92,458.11,6048547
2023-11-29 10:00:00,458.12,458.2513,456.1,456.61,9713773
2023-11-29 11:00:00,456.6,456.744,454.945,455.765,5771412
