timestamp,open,high,low,close,volume
2023-11-27 04:00:00,454.62,454.71,454.29,454.35,13515
2023-11-27 04:30:00,454.23,454.23,454.0,454.0,3103
2023-11-27 05:00:00,454.07,454.7,454.07,454.7,5828
2023-11-27 05:30:00,454.65,454.96,454.53,454.96,10017
2023-11-27 06:00:00,454.91,455.0,454.79,454.79,6615
2023-11-27 06:30:00,454.74,454.79,454.61,454.61,2053
2023-11-27 07:00:00,454.67,454.93,454.6,454.6,18496
2023-11-27 07:30:00,454.8,454.8,454.56,454.62,17341
2023-11-27 08:00:00,454.6817,454.98,453.77,454.95,104017
2023-11-27 08:30:00,454.95,455.3,454.52,454.6,144363
2023-11-27 09:00:00,454.71,454.78,454.23,454.62,279036
2023-11-27 09:30:00,454.65,455.245,454.0799,454.5169,4137964
2023-11-27 10:00:00,454.52,455.21,454.25,454.61,3269310
2023-11-27 10:30:00,454.63,455.0704,454.55,454.79,2670442
2023-11-27 11:00:00,454.8,454.8699,454.2309,454.8699,2376991
2023-11-27 11:30:00,454.86,455.39,454.571,455.0388,1913297
2023-11-27 12:00:00,455.04,455.25,454.79,454.95,1734708
2023-11-27 12:30:00,454.96,455.25,454.895,455.17,1510040
2023-11-27 13:00:00,455.18,455.4901,454.99,455.24,1801469
2023-11-27 13:30:00,455.24,455.37,454.955,455.135,1602390
2023-11-27 14:00:00,455.14,455.29,454.89,454.995,1672856
2023-11-27 14:30:00,455.0,455.03,454.11,454.655,2503275
2023-11-27 15:00:00,454.65,454.98,454.47,454.965,1872284
2023-11-27 15:30:00,454.965,455.31,454.37,454.5,7766631
2023-11-27 16:00:00,454.49,454.65,454.3,454.62,1682364
2023-11-27 16:30:00,454.58,454.67,454.57,454.66,77381
2023-11-27 17:00:00,454.65,454.68,454.63,454.67,19339
2023-11-27 17:30:00,454.67,454.74,454.67,454.67,13505
2023-11-27 18:00:00,454.69,454.81,454.67,454.79,27747
2023-11-27 18:30:00,454.78,454.88,454.76,454.85,11172
2023-11-27 19:00:00,454.85,454.85,454.5,454.52,23018
2023-11-27 19:30:00,454.53,454.68,454.53,454.66,6078
2023-11-28 04:00:00,454.12,454.36,453.92,454.3,9666
2023-11-28 04:30:00,454.34,454.52,454.34,454.52,6966
2023-11-28 05:00:00,454.52,454.56,454.41,454.41,2271
2023-11-28 05:30:00,454.38,454.55,454.35,454.35,2142
2023-11-28 06:00:00,454.59,454.59,454.39,454.45,3085
2023-11-28 06:30:00,454.35,454.35,454.15,454.18,16838
2023-11-28 07:00:00,454.2,454.33,454.13,454.13,24520
2023-11-28 07:30:00,454.2,454.24,453.7,453.72,111161
2023-11-28 08:00:00,454.3292,454.99,453.3,453.83,295081
2023-11-28 08:30:00,453.87,454.04,453.71,453.94,132885
2023-11-28 09:00:00,453.96,454.16,453.73,454.06,116219
2023-11-28 09:30:00,454.08,454.23,453.5,453.6131,3555401
2023-11-28 10:00:00,453.63,454.285,453.6,454.05,3037681
2023-11-28 10:30:00,454.05,455.44,453.925,455.17,4417886
2023-11-28 11:00:00,455.18,455.665,454.92,455.57,2980649
2023-11-28 11:30:00,455.57,456.27,455.53,456.02,3313956
2023-11-28 12:00:00,456.02,456.055,455.35,455.4,2237221
2023-11-28 12:30:00,455.41,455.41,454.6,454.9001,3068837
2023-11-28 13:00:00,454.91,454.92,453.77,454.55,4632217
2023-11-28 13:30:00,454.54,454.7967,454.31,454.39,1876749
2023-11-28 14:00:00,454.39,454.57,454.1503,454.25,1839305
2023-11-28 14:30:00,454.25,454.945,453.97,454.75,2122069
2023-11-28 15:00:00,454.76,454.805,453.99,454.39,2168916
2023-11-28 15:30:00,454.38,455.1,454.24,454.88,9334458
2023-11-28 16:00:00,454.88,455.09,454.87,455.05,2404720
2023-11-28 16:30:00,455.05,455.25,454.93,455.0,368449
2023-11-28 17:00:00,455.04,455.04,454.88,454.99,40219
2023-11-28 17:30:00,455.0,455.02,454.99,455.0,11430
2023-11-28 18:00:00,455.0,455.08,454.85,455.01,28743
2023-11-28 18:30:00,454.99,455.07,454.99,455.01,3072
2023-11-28 19:00:00,455.0,455.02,454.96,454.96,5887
