timestamp,open,high,low,close,volume
2023-11-27 04:00:00,454.62,454.71,454.36,454.39,3346
2023-11-27 04:05:00,454.37,454.4,454.29,454.37,3186
2023-11-27 04:10:00,454.37,454.53,454.35,454.53,1360
2023-11-27 04:15:00,454.55,454.55,454.35,454.36,3411
2023-11-27 04:20:00,454.37,454.37,454.34,454.34,1712
2023-11-27 04:25:00,454.35,454.35,454.35,454.35,500
2023-11-27 04:35:00,454.23,454.23,454.23,454.23,500
2023-11-27 04:40:00,454.17,454.19,454.17,454.19,836
2023-11-27 04:50:00,454.17,454.17,454.17,454.17,1067
2023-11-27 04:55:00,454.11,454.11,454.0,454.0,700
2023-11-27 05:00:00,454.07,454.07,454.07,454.07,100
2023-11-27 05:05:00,454.28,454.28,454.21,454.21,663
2023-11-27 05:10:00,454.32,454.49,454.32,454.47,1490
2023-11-27 05:15:00,454.5,454.59,454.47,454.59,1140
2023-11-27 05:20:00,454.62,454.64,454.62,454.64,1773
2023-11-27 05:25:00,454.68,454.7,454.68,454.7,662
2023-11-27 05:30:00,454.65,454.65,454.6,454.6,1079
2023-11-27 05:35:00,454.6,454.6,454.53,454.53,2652
2023-11-27 05:40:00,454.72,454.75,454.72,454.75,2575
2023-11-27 05:45:00,454.8,454.8,454.8,454.8,305
2023-11-27 05:50:00,454.8,454.89,454.8,454.89,2406
2023-11-27 05:55:00,454.93,454.96,454.93,454.96,1000
2023-11-27 06:00:00,454.91,454.95,454.9,454.93,1856
2023-11-27 06:05:00,454.99,454.99,454.93,454.93,700
2023-11-27 06:10:00,455.0,455.0,455.0,455.0,1827
2023-11-27 06:15:00,454.82,454.86,454.82,454.82,1632
2023-11-27 06:20:00,454.82,454.82,454.79,454.79,600
2023-11-27 06:30:00,454.74,454.76,454.74,454.76,823
2023-11-27 06:35:00,454.79,454.79,454.79,454.79,200
2023-11-27 06:45:00,454.67,454.67,454.67,454.67,430
2023-11-27 06:55:00,454.61,454.61,454.61,454.61,600
2023-11-27 07:00:00,454.67,454.75,454.67,454.75,1221
2023-11-27 07:05:00,454.85,454.85,454.85,454.85,200
2023-11-27 07:10:00,454.91,454.93,454.91,454.93,625
2023-11-27 07:15:00,454.86,454.86,454.8,454.84,12663
2023-11-27 07:20:00,454.9,454.9,454.82,454.82,1304
2023-11-27 07:25:00,454.79,454.79,454.6,454.6,2483
2023-11-27 07:30:00,454.8,454.8,454.7,454.7,2700
2023-11-27 07:35:00,454.7,454.72,454.63,454.63,2883
2023-11-27 07:40:00,454.63,454.71,454.58,454.63,2788
2023-11-27 07:45:00,454.62,454.62,454.56,454.62,6583
2023-11-27 07:50:00,454.68,454.68,454.68,454.68,200
2023-11-27 07:55:00,454.68,454.69,454.62,454.62,2187
2023-11-27 08:00:00,454.6817,454.9704,453.77,454.74,39688
2023-11-27 08:05:00,454.83,454.95,454.82,454.9,11238
2023-11-27 08:10:00,454.8909,454.98,454.8909,454.91,9760
2023-11-27 08:15:00,454.91,454.91,454.8,454.86,10695
2023-11-27 08:20:00,454.86,454.94,454.83,454.91,11682
2023-11-27 08:25:00,454.91,454.98,454.86,454.95,20954
2023-11-27 08:30:00,454.95,454.96,454.83,454.86,19522
2023-11-27 08:35:00,454.86,454.86,454.7,454.73,39269
2023-11-27 08:40:00,454.74,455.3,454.71,454.73,62126
2023-11-27 08:45:00,454.71,454.74,454.64,454.67,8450
2023-11-27 08:50:00,454.69,454.78,454.63,454.73,5964
2023-11-27 08:55:00,454.7,454.71,454.52,454.6,9032
2023-11-27 09:00:00,454.71,454.78,454.44,454.48,32552
2023-11-27 09:05:00,454.48,454.49,454.3,454.3,23187
2023-11-27 09:10:00,454.3,454.32,454.23,454.24,39509
2023-11-27 09:15:00,454.29,454.34,454.26,454.3,82517
2023-11-27 09:20:00,454.29,454.51,454.29,454.49,59562
2023-11-27 09:25:00,454.47,454.63,454.44,454.62,41709
2023-11-27 09:30:00,454.65,455.245,454.355,454.3801,1240382
2023-11-27 09:35:00,454.39,454.475,454.09,454.44,872619
2023-11-27 09:40:00,454.46,454.49,454.215,454.3536,633933
2023-11-27 09:45:00,454.36,454.47,454.215,454.32,438630
2023-11-27 09:50:00,454.32,454.455,454.0799,454.43,495656
2023-11-27 09:55:00,454.425,454.52,454.255,454.5169,456744
2023-11-27 10:00:00,454.52,454.77,454.495,454.73,564880
2023-11-27 10:05:00,454.723,455.12,454.66,455.12,554870
2023-11-27 10:10:00,455.1194,455.21,454.745,454.955,607471
2023-11-27 10:15:00,454.95,454.9999,454.58,454.63,441388
2023-11-27 10:20:00,454.63,454.79,454.25,454.36,610022
2023-11-27 10:25:00,454.36,454.819,454.33,454.61,490679
2023-11-27 10:30:00,454.63,454.88,454.63,454.8695,444202
2023-11-27 10:35:00,454.87,455.0704,454.705,454.825,523275
2023-11-27 10:40:00,454.82,455.0199,454.8,454.91,458223
2023-11-27 10:45:00,454.905,454.98,454.74,454.875,419317
2023-11-27 10:50:00,454.87,454.919,454.55,454.8277,465694
2023-11-27 10:55:00,454.82,455.0,454.775,454.79,359731
2023-11-27 11:00:00,454.8,454.8,454.5,454.5227,467005
2023-11-27 11:05:00,454.53,454.5999,454.2309,454.57,474344
2023-11-27 11:10:00,454.59,454.64,454.32,454.4725,464606
2023-11-27 11:15:00,454.47,454.57,454.35,454.56,273086
2023-11-27 11:20:00,454.565,454.76,454.5,454.5299,371294
2023-11-27 11:25:00,454.53,454.8699,454.4709,454.8699,326656
2023-11-27 11:30:00,454.86,454.89,454.571,454.73,286913
2023-11-27 11:35:00,454.73,454.945,454.7,454.829,314867
2023-11-27 11:40:00,454.83,454.97,454.64,454.8199,278119
2023-11-27 11:45:00,454.82,454.94,454.755,454.89,188837
2023-11-27 11:50:00,454.8999,455.065,454.855,455.03,286379
2023-11-27 11:55:00,455.035,455.39,455.01,455.0388,558182
2023-11-27 12:00:00,455.04,455.074,454.91,455.074,322176
2023-11-27 12:05:00,455.06,455.25,455.0,455.16,291056
2023-11-27 12:10:00,455.1402,455.2,455.075,455.165,206755
2023-11-27 12:15:00,455.16,455.2,454.94,455.119,324543
2023-11-27 12:20:00,455.11,455.11,454.87,454.9205,256386
2023-11-27 12:25:00,454.92,455.02,454.79,454.95,333792
2023-11-27 12:30:00,454.96,455.06,454.9199,455.01,290004
2023-11-27 12:35:00,455.02,455.102,454.895,454.962,284824
2023-11-27 12:40:00,454.98,455.2212,454.98,455.2,305310
2023-11-27 12:45:00,455.1912,455.25,455.1201,455.155,186420
2023-11-27 12:50:00,455.15,455.24,455.07,455.215,177699
2023-11-27 12:55:00,455.21,455.24,455.16,455.17,265783
2023-11-27 13:00:00,455.18,455.35,454.99,455.335,432790
2023-11-27 13:05:00,455.335,455.39,455.2299,455.25,230940
2023-11-27 13:10:00,455.2529,455.4901,455.241,455.46,311896
2023-11-27 13:15:00,455.4587,455.49,455.27,455.28,314494
2023-11-27 13:20:00,455.28,455.28,455.15,455.185,253956
2023-11-27 13:25:00,455.1819,455.249,455.05,455.24,257393
2023-11-27 13:30:00,455.24,455.35,455.185,455.3036,232858
2023-11-27 13:35:00,455.3,455.37,455.0902,455.12,227068
2023-11-27 13:40:00,455.12,455.19,455.0301,455.09,323277
2023-11-27 13:45:00,455.09,455.25,455.05,455.12,254882
2023-11-27 13:50:00,455.105,455.175,455.04,455.06,226065
2023-11-27 13:55:00,455.06,455.17,454.955,455.135,338240
2023-11-27 14:00:00,455.14,455.29,455.1,455.2,264280
2023-11-27 14:05:00,455.17,455.23,455.08,455.13,250904
2023-11-27 14:10:00,455.135,455.18,455.0899,455.14,203384
2023-11-27 14:15:00,455.1409,455.1465,454.96,454.96,268446
2023-11-27 14:20:00,454.96,455.045,454.92,454.985,324013
2023-11-27 14:25:00,454.98,455.04,454.89,454.995,361829
2023-11-27 14:30:00,455.0,455.0113,454.83,454.855,309359
2023-11-27 14:35:00,454.85,455.03,454.81,454.8102,244664
2023-11-27 14:40:00,454.81,454.83,454.11,454.45,682023
2023-11-27 14:45:00,454.44,454.55,454.26,454.33,457876
2023-11-27 14:50:00,454.34,454.405,454.3,454.365,343622
2023-11-27 14:55:00,454.36,454.66,454.31,454.655,465731
2023-11-27 15:00:00,454.65,454.7188,454.58,454.64,353793
2023-11-27 15:05:00,454.64,454.73,454.54,454.64,262501
2023-11-27 15:10:00,454.635,454.67,454.5,454.5112,297811
2023-11-27 15:15:00,454.515,454.78,454.47,454.77,348818
2023-11-27 15:20:00,454.77,454.94,454.76,454.93,317446
2023-11-27 15:25:00,454.93,454.98,454.83,454.965,291915
2023-11-27 15:30:00,454.965,455.05,454.87,455.005,359870
2023-11-27 15:35:00,455.005,455.31,454.965,455.21,720377
2023-11-27 15:40:00,455.2098,455.24,455.055,455.09,433419
2023-11-27 15:45:00,455.09,455.12,454.7,454.79,856136
2023-11-27 15:50:00,454.8,454.99,454.6101,454.64,1344898
2023-11-27 15:55:00,454.63,454.69,454.37,454.5,4051931
2023-11-27 16:00:00,454.49,454.59,454.35,454.38,1052001
2023-11-27 16:05:00,454.39,454.56,454.3,454.5,194888
2023-11-27 16:10:00,454.49,454.52,454.45,454.5,276634
2023-11-27 16:15:00,454.53,454.56,454.46,454.56,95256
2023-11-27 16:20:00,454.48,454.65,454.48,454.62,21913
2023-11-27 16:25:00,454.61,454.64,454.57,454.62,41672
2023-11-27 16:30:00,454.58,454.6,454.57,454.58,19961
2023-11-27 16:35:00,454.58,454.61,454.58,454.61,22767
2023-11-27 16:40:00,454.61,454.65,454.6091,454.64,5019
2023-11-27 16:45:00,454.64,454.65,454.63,454.63,9723
2023-11-27 16:50:00,454.63,454.65,454.62,454.63,4720
2023-11-27 16:55:00,454.63,454.67,454.63,454.66,15191
2023-11-27 17:00:00,454.65,454.65,454.63,454.65,3252
2023-11-27 17:05:00,454.65,454.68,454.65,454.65,1654
2023-11-27 17:10:00,454.66,454.67,454.66,454.67,394
2023-11-27 17:15:00,454.6798,454.6798,454.67,454.67,1400
2023-11-27 17:20:00,454.65,454.68,454.65,454.68,8666
2023-11-27 17:25:00,454.65,454.6702,454.65,454.67,3973
2023-11-27 17:30:00,454.67,454.68,454.67,454.67,3281
2023-11-27 17:35:00,454.67,454.73,454.67,454.73,5852
2023-11-27 17:40:00,454.73,454.74,454.68,454.68,813
2023-11-27 17:45:00,454.68,454.69,454.67,454.6894,1479
2023-11-27 17:50:00,454.67,454.68,454.67,454.67,1339
2023-11-27 17:55:00,454.68,454.68,454.67,454.67,741
2023-11-27 18:00:00,454.69,454.77,454.67,454.77,10856
2023-11-27 18:05:00,454.78,454.8,454.77,454.8,7130
2023-11-27 18:10:00,454.78,454.8,454.77,454.8,4332
2023-11-27 18:15:00,454.77,454.8,454.77,454.791,3497
2023-11-27 18:20:00,454.8,454.8,454.8,454.8,500
2023-11-27 18:25:00,454.79,454.81,454.79,454.79,1432
2023-11-27 18:30:00,454.78,454.78,454.78,454.78,350
2023-11-27 18:35:00,454.76,454.81,454.76,454.81,1275
2023-11-27 18:40:00,454.81,454.82,454.79,454.79,1075
2023-11-27 18:45:00,454.81,454.82,454.81,454.82,998
2023-11-27 18:50:00,454.82,454.83,454.82,454.8299,2943
2023-11-27 18:55:00,454.81,454.88,454.81,454.85,4531
2023-11-27 19:00:00,454.85,454.85,454.73,454.79,3632
2023-11-27 19:05:00,454.76,454.76,454.75,454.75,1200
2023-11-27 19:10:00,454.76,454.76,454.73,454.73,2237
2023-11-27 19:15:00,454.72,454.72,454.63,454.63,8146
2023-11-27 19:20:00,454.66,454.66,454.5,454.53,6097
2023-11-27 19:25:00,454.53,454.53,454.5,454.52,1706
2023-11-27 19:30:00,454.53,454.62,454.53,454.62,770
2023-11-27 19:40:00,454.68,454.68,454.68,454.68,115
2023-11-27 19:45:00,454.64,454.66,454.64,454.66,5193
2023-11-28 04:00:00,454.12,454.36,454.05,454.13,1312
2023-11-28 04:05:00,454.18,454.18,454.05,454.05,2079
2023-11-28 04:10:00,454.08,454.08,453.92,453.92,1203
2023-11-28 04:15:00,453.96,454.05,453.96,454.05,1075
2023-11-28 04:20:00,454.04,454.04,453.96,453.96,1300
2023-11-28 04:25:00,454.05,454.3,454.03,454.3,2697
2023-11-28 04:30:00,454.34,454.44,454.34,454.43,1269
2023-11-28 04:35:00,454.43,454.43,454.43,454.43,113
2023-11-28 04:40:00,454.51,454.51,454.44,454.51,1930
2023-11-28 04:45:00,454.47,454.5,454.45,454.48,742
2023-11-28 04:50:00,454.46,454.51,454.45,454.51,426
2023-11-28 04:55:00,454.51,454.52,454.51,454.52,2486
2023-11-28 05:00:00,454.52,454.52,454.43,454.43,470
2023-11-28 05:05:00,454.51,454.51,454.51,454.51,175
2023-11-28 05:10:00,454.56,454.56,454.56,454.56,144
2023-11-28 05:15:00,454.45,454.46,454.45,454.46,357
2023-11-28 05:20:00,454.45,454.45,454.45,454.45,100
2023-11-28 05:25:00,454.42,454.51,454.41,454.41,1025
2023-11-28 05:30:00,454.38,454.55,454.38,454.5,942
2023-11-28 05:35:00,454.52,454.54,454.52,454.54,200
2023-11-28 05:45:00,454.4,454.4,454.35,454.35,1000
2023-11-28 06:05:00,454.59,454.59,454.59,454.59,1500
2023-11-28 06:10:00,454.52,454.52,454.52,454.52,284
2023-11-28 06:15:00,454.46,454.46,454.39,454.39,901
2023-11-28 06:25:00,454.45,454.45,454.45,454.45,400
2023-11-28 06:35:00,454.35,454.35,454.3,454.3,625
2023-11-28 06:40:00,454.3,454.3,454.2,454.25,5867
2023-11-28 06:50:00,454.33,454.33,454.3,454.3,2107
2023-11-28 06:55:00,454.27,454.27,454.15,454.18,8239
2023-11-28 07:00:00,454.2,454.28,454.2,454.28,9092
2023-11-28 07:05:00,454.31,454.33,454.3,454.31,4865
2023-11-28 07:10:00,454.33,454.33,454.25,454.25,1560
2023-11-28 07:15:00,454.23,454.23,454.18,454.18,7895
2023-11-28 07:20:00,454.16,454.16,454.16,454.16,200
2023-11-28 07:25:00,454.199,454.199,454.13,454.13,908
2023-11-28 07:30:00,454.2,454.24,454.2,454.2,3232
2023-11-28 07:35:00,454.23,454.23,454.1,454.1,7660
2023-11-28 07:40:00,454.04,454.04,453.98,454.0,40394
2023-11-28 07:45:00,454.04,454.05,454.02,454.02,23662
2023-11-28 07:50:00,454.0,454.0,453.84,453.85,23752
2023-11-28 07:55:00,453.83,453.84,453.7,453.72,12461
2023-11-28 08:00:00,454.3292,454.99,453.65,453.74,63614
2023-11-28 08:05:00,453.72,453.72,453.39,453.42,151492
2023-11-28 08:10:00,453.42,453.43,453.3,453.43,16897
2023-11-28 08:15:00,453.43,453.52,453.32,453.52,6047
2023-11-28 08:20:00,453.52,453.66,453.5,453.66,22790
2023-11-28 08:25:00,453.68,453.93,453.67,453.83,34241
2023-11-28 08:30:00,453.87,453.99,453.87,453.97,9484
2023-11-28 08:35:00,453.94,453.94,453.83,453.86,4704
2023-11-28 08:40:00,453.83,454.04,453.83,453.94,33365
2023-11-28 08:45:00,453.93,453.93,453.71,453.75,36989
2023-11-28 08:50:00,453.81,453.88,453.75,453.83,38663
2023-11-28 08:55:00,453.82,453.94,453.8,453.94,9680
2023-11-28 09:00:00,453.96,453.98,453.73,453.79,14614
2023-11-28 09:05:00,453.76,453.95,453.76,453.93,9516
